Title,Year,Duration,Rated,IMDB Rating,Number of Ratings,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western
Final Destination 3,0.46616541353383456,0.34317343173431736,0.6666666666666666,0.6236559139784945,0.05266666666666667,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Hypnotic,0.47529538131041893,0.34317343173431736,0.6666666666666666,0.5913978494623655,0.013333333333333334,0.2,0.0,0.0,0.05,0.0,0.0,0.4,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0
Still of the Night,0.4532760472610097,0.34317343173431736,0.3333333333333333,0.6451612903225806,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0
The November Man,0.47046186895810954,0.3985239852398524,0.6666666666666666,0.6774193548387096,0.023666666666666666,0.95,0.7,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Freddy vs. Jason,0.46455424274973145,0.35793357933579334,0.6666666666666666,0.6129032258064516,0.043333333333333335,0.85,0.2,0.0,0.05,0.0,0.1,0.0,0.15,0.0,0.1,0.0,0.05,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
"Me, Myself & Irene",0.46294307196562834,0.4280442804428044,0.6666666666666666,0.7096774193548386,0.085,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.8,0.0,0.1,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
"Are You There God? It's Me, Margaret.",0.47529538131041893,0.39114391143911437,0.16666666666666666,0.7849462365591398,0.010333333333333333,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.05,0.0,0.8,0.0,0.95,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Blue Ruin,0.4699248120300752,0.33210332103321033,0.6666666666666666,0.7634408602150536,0.027,0.2,0.05,0.0,0.6,0.0,0.1,0.85,0.25,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.1,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.75,0.0,0.0
The Interview,0.47046186895810954,0.4132841328413284,0.6666666666666666,0.6989247311827956,0.12066666666666667,0.2,0.05,0.0,0.05,0.1,0.9,0.1,0.85,0.0,0.2,0.0,0.0,0.0,1.0,0.1,0.05,0.0,0.05,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.0
Zombies 4: Dawn of the Vampires,0.47636949516648763,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.05,0.0,0.4,0.0,0.35,0.0,0.25,0.0,0.6,0.7,1.0,0.0,0.0,0.65,0.1,0.15,0.1,0.0,0.2,0.2,0.75,0.0,0.3,0.0,0.0
Mona Lisa Smile,0.46455424274973145,0.4317343173431734,0.3333333333333333,0.7096774193548386,0.03133333333333333,0.0,0.0,0.0,0.6,0.75,0.2,0.0,0.15,0.0,0.9,0.0,0.05,0.0,1.0,0.4,0.7,0.0,0.05,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
The Death of Stalin,0.47207303974221265,0.3948339483394834,0.6666666666666666,0.7849462365591398,0.039,0.05,0.0,0.0,0.2,0.85,0.7,0.1,0.9,0.0,0.95,0.15,0.0,0.0,1.0,0.9,0.95,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0
Green Street Hooligans,0.4656283566058002,0.4022140221402214,0.16666666666666666,0.7956989247311828,0.05466666666666667,0.95,0.05,0.0,0.05,0.0,0.6,0.9,0.7,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0
Only You,0.4597207303974221,0.4022140221402214,0.3333333333333333,0.6989247311827956,0.009,0.0,0.0,0.0,0.05,0.0,0.4,0.0,0.25,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Night Swim,0.4758324382384533,0.36162361623616235,0.3333333333333333,0.5053763440860215,0.008333333333333333,0.05,0.0,0.0,0.3,0.0,0.05,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Am I OK?,0.4747583243823845,0.3173431734317343,0.6666666666666666,0.6559139784946235,0.003,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Overlord,0.47261009667024706,0.4059040590405904,0.6666666666666666,0.7096774193548386,0.036333333333333336,0.95,0.7,0.0,0.15,0.2,0.05,0.1,0.0,0.0,0.8,0.5,0.0,0.05,0.98,0.9,0.0,0.75,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.8,0.9,0.0
Wild,0.47046186895810954,0.42435424354243545,0.6666666666666666,0.7634408602150536,0.047,0.01,0.25,0.0,0.15,0.95,0.02,0.0,0.0,0.0,0.9,0.05,0.1,0.0,0.99,0.1,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
Funny Games,0.46670247046186897,0.4095940959409594,0.16666666666666666,0.6989247311827956,0.035333333333333335,0.05,0.0,0.0,0.6,0.0,0.0,0.15,0.8,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.1,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.95,0.0,0.0
Before Sunset,0.46509129967776586,0.2952029520295203,0.6666666666666666,0.8709677419354838,0.09833333333333333,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.1,0.0,0.0,0.0,0.0,0.0
The Good Nurse,0.4747583243823845,0.44649446494464945,0.16666666666666666,0.7311827956989246,0.027666666666666666,0.05,0.0,0.0,0.0,0.95,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.1,0.1,0.15,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
Awakenings,0.45757250268528465,0.44649446494464945,0.3333333333333333,0.8387096774193548,0.05433333333333333,0.01,0.01,0.0,0.1,0.95,0.02,0.0,0.0,0.0,0.98,0.05,0.05,0.0,0.99,0.85,0.9,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0
Babel,0.46616541353383456,0.5276752767527675,0.6666666666666666,0.8064516129032258,0.107,0.01,0.15,0.0,0.45,0.05,0.02,0.0,0.0,0.0,0.95,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0
Night of the Living Dead,0.44575725026852847,0.35424354243542433,0.6666666666666666,0.8387096774193548,0.04766666666666667,0.1,0.05,0.0,0.2,0.0,0.0,0.05,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.15,0.0,0.4,0.0,0.0,0.0,0.8,0.0,0.85,0.0,0.0
Teen Wolf: The Movie,0.47529538131041893,0.5202952029520295,0.6666666666666666,0.6021505376344085,0.005,0.7,0.65,0.0,0.05,0.0,0.2,0.0,0.1,0.0,0.5,0.0,0.4,0.25,1.0,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0
The Twilight Saga: Breaking Dawn - Part 1,0.46885069817400643,0.4317343173431734,0.3333333333333333,0.5268817204301075,0.08633333333333333,0.2,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.3,0.4,0.95,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.05,0.0,0.0
Gone in 60 Seconds,0.46294307196562834,0.4354243542435424,0.16666666666666666,0.6989247311827956,0.1,0.95,0.7,0.0,0.05,0.0,0.1,0.6,0.05,0.0,0.2,0.15,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
The Conjuring: The Devil Made Me Do It,0.47422126745435017,0.4132841328413284,0.6666666666666666,0.6774193548387096,0.048666666666666664,0.1,0.05,0.0,0.05,0.15,0.02,0.1,0.0,0.0,0.3,0.0,0.0,0.05,0.95,0.1,0.0,0.85,0.02,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
The Other Boleyn Girl,0.4672395273899033,0.42435424354243545,0.16666666666666666,0.7204301075268816,0.04066666666666666,0.05,0.05,0.0,0.1,0.6,0.1,0.0,0.05,0.0,0.85,0.1,0.0,0.0,1.0,0.9,0.95,0.0,0.05,0.0,0.05,0.0,0.7,0.0,0.0,0.0,0.05,0.0,0.0
Detachment,0.46885069817400643,0.36162361623616235,0.6666666666666666,0.8279569892473118,0.034,0.05,0.01,0.0,0.25,0.05,0.45,0.05,0.55,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The French Connection,0.4473684210526316,0.3837638376383764,0.6666666666666666,0.8279569892473118,0.04633333333333333,0.85,0.05,0.0,0.15,0.0,0.0,0.98,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.95,0.0,0.0
All That Jazz,0.45166487647690656,0.45387453874538747,0.6666666666666666,0.8387096774193548,0.012333333333333333,0.01,0.0,0.0,0.75,0.1,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.05,0.05,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Man in the Iron Mask,0.46186895810955964,0.4870848708487085,0.3333333333333333,0.6989247311827956,0.06066666666666667,0.75,0.6,0.0,0.2,0.85,0.05,0.1,0.0,0.0,0.9,0.65,0.15,0.05,0.95,0.9,0.0,0.0,0.1,0.0,0.7,0.05,0.1,0.0,0.0,0.0,0.3,0.0,0.0
Hitman: Agent 47,0.47099892588614395,0.35424354243542433,0.6666666666666666,0.6129032258064516,0.03266666666666666,0.95,0.6,0.0,0.1,0.05,0.15,0.85,0.0,0.0,0.4,0.25,0.05,0.05,0.98,0.0,0.0,0.1,0.15,0.0,0.7,0.15,0.05,0.0,0.0,0.0,0.9,0.0,0.0
The Happening,0.4672395273899033,0.33579335793357934,0.6666666666666666,0.5376344086021505,0.07333333333333333,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.05,0.0,0.0,1.0,0.0,0.0,0.6,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
Warm Bodies,0.4699248120300752,0.36162361623616235,0.3333333333333333,0.7311827956989246,0.08233333333333333,0.2,0.15,0.0,0.3,0.0,0.5,0.05,0.6,0.0,0.85,0.0,0.25,0.4,1.0,0.0,0.0,0.35,0.1,0.0,0.2,0.0,0.7,0.45,0.1,0.0,0.25,0.0,0.0
Rebecca,0.43071965628356607,0.4797047970479705,0.6666666666666666,0.8709677419354838,0.05,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.75,0.0,0.15,0.0,0.0,0.0,0.7,0.0,0.0
On Swift Horses,0.4758324382384533,0.4317343173431734,0.6666666666666666,0.6989247311827956,2.966666666666667e-05,0.2,0.65,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.7,0.25,0.1,0.0,1.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Last Action Hero,0.45918367346938777,0.4797047970479705,0.3333333333333333,0.6989247311827956,0.05566666666666667,0.95,0.8,0.0,0.1,0.0,0.7,0.0,0.65,0.0,0.2,0.15,0.6,0.4,1.0,0.05,0.0,0.0,0.1,0.0,0.1,0.0,0.05,0.2,0.6,0.0,0.75,0.0,0.0
Boston Strangler,0.47529538131041893,0.4132841328413284,0.6666666666666666,0.6989247311827956,0.012,0.05,0.0,0.0,0.1,0.8,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.8,0.9,0.1,0.0,0.0,0.9,0.05,0.0,0.0,0.0,0.0,0.8,0.0,0.0
Hollow Man,0.46294307196562834,0.4132841328413284,0.6666666666666666,0.6344086021505376,0.047,0.75,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
The Unforgivable,0.47422126745435017,0.4132841328413284,0.6666666666666666,0.7634408602150536,0.04033333333333333,0.2,0.05,0.0,0.15,0.3,0.05,0.6,0.1,0.0,0.9,0.0,0.0,0.0,1.0,0.25,0.3,0.0,0.05,0.0,0.2,0.1,0.05,0.0,0.0,0.0,0.4,0.0,0.7
Lucky Number Slevin,0.46616541353383456,0.4059040590405904,0.6666666666666666,0.8279569892473118,0.11,0.6,0.2,0.0,0.3,0.0,0.1,0.95,0.7,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.98,0.8,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Kandahar,0.47529538131041893,0.43911439114391143,0.6666666666666666,0.6559139784946235,0.012666666666666666,0.75,0.6,0.0,0.1,0.05,0.05,0.2,0.0,0.0,0.7,0.15,0.0,0.0,0.95,0.3,0.0,0.0,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0
The Whole Nine Yards,0.46294307196562834,0.36162361623616235,0.6666666666666666,0.7204301075268816,0.043666666666666666,0.65,0.05,0.0,0.0,0.0,0.95,0.2,0.9,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
Cool Hand Luke,0.4452201933404941,0.46863468634686345,0.6666666666666666,0.8602150537634408,0.064,0.2,0.05,0.0,0.3,0.15,0.1,0.05,0.15,0.0,0.9,0.05,0.0,0.0,1.0,0.05,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.85
The Mule,0.47261009667024706,0.4280442804428044,0.6666666666666666,0.7526881720430108,0.052333333333333336,0.1,0.05,0.0,0.05,0.7,0.15,0.4,0.1,0.0,0.85,0.0,0.0,0.0,1.0,0.5,0.6,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
Ouija: Origin of Evil,0.4715359828141783,0.36531365313653136,0.3333333333333333,0.6666666666666666,0.025666666666666667,0.05,0.1,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.3,0.0,0.05,0.6,1.0,0.15,0.15,0.85,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
Missing,0.47529538131041893,0.4095940959409594,0.3333333333333333,0.7634408602150536,0.021333333333333333,0.1,0.05,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
Society,0.45703544575725025,0.36531365313653136,0.6666666666666666,0.6989247311827956,0.007666666666666666,0.05,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
127 Hours,0.4683136412459721,0.34686346863468637,0.6666666666666666,0.8064516129032258,0.136,0.6,0.75,0.0,0.2,0.95,0.05,0.0,0.0,0.0,0.9,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
Slap Shot,0.4505907626208378,0.45387453874538747,0.6666666666666666,0.7741935483870968,0.014333333333333333,0.2,0.0,0.0,0.05,0.0,0.85,0.0,0.7,0.0,0.6,0.0,0.1,0.0,1.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0
The Boss Baby,0.47207303974221265,0.35793357933579334,0.3333333333333333,0.6774193548387096,0.048666666666666664,0.2,0.4,0.95,0.05,0.0,0.7,0.0,0.3,0.0,0.25,0.0,0.9,0.2,1.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.05,0.15,0.0,0.0,0.05,0.0,0.0
Death Note,0.47207303974221265,0.3726937269372694,0.6666666666666666,0.48387096774193544,0.030666666666666665,0.1,0.05,0.0,0.15,0.0,0.05,0.9,0.1,0.0,0.85,0.05,0.0,0.05,1.0,0.0,0.0,0.1,0.0,0.0,0.95,0.05,0.0,0.0,0.05,0.0,0.9,0.0,0.0
Only the Brave,0.47207303974221265,0.4944649446494465,0.3333333333333333,0.8172043010752688,0.02666666666666667,0.85,0.6,0.0,0.05,0.9,0.0,0.0,0.0,0.0,0.95,0.1,0.1,0.0,1.0,0.7,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.75,0.0
August: Osage County,0.4699248120300752,0.44649446494464945,0.6666666666666666,0.7741935483870968,0.03233333333333333,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.25,0.0,0.95,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
Godzilla: King of the Monsters,0.4731471535982814,0.4870848708487085,0.16666666666666666,0.6451612903225806,0.07166666666666667,0.95,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.65,0.7,0.2,0.3,1.0,0.0,0.0,0.8,0.15,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
FernGully: The Last Rainforest,0.45864661654135336,0.28044280442804426,0.16666666666666666,0.6989247311827956,0.011666666666666667,0.1,0.75,0.95,0.6,0.0,0.5,0.0,0.05,0.0,0.4,0.15,0.9,0.85,0.95,0.05,0.0,0.0,0.3,0.2,0.05,0.0,0.25,0.1,0.05,0.0,0.05,0.0,0.0
Glengarry Glen Ross,0.45864661654135336,0.36900369003690037,0.16666666666666666,0.8279569892473118,0.03966666666666667,0.05,0.0,0.0,0.2,0.05,0.7,0.8,0.9,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.05,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0
Now You See Me 2,0.4715359828141783,0.47601476014760147,0.3333333333333333,0.6881720430107526,0.11,0.75,0.6,0.0,0.1,0.0,0.8,0.7,0.75,0.0,0.2,0.0,0.1,0.15,1.0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.05,0.1,0.0,0.95,0.0,0.0
The Flintstones,0.4597207303974221,0.33579335793357934,0.3333333333333333,0.5376344086021505,0.029333333333333333,0.1,0.2,0.95,0.05,0.0,0.9,0.0,0.2,0.0,0.15,0.0,0.9,0.1,0.95,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0
The Six Triple Eight,0.4758324382384533,0.46863468634686345,0.3333333333333333,0.0,0.0,0.7,0.25,0.0,0.05,0.1,0.15,0.85,0.2,0.0,0.75,0.0,0.0,0.0,1.0,0.15,0.1,0.0,0.05,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0
Snow White and the Seven Dwarfs,0.42910848549946295,0.3062730627306273,0.6666666666666666,0.8172043010752688,0.07333333333333333,0.1,0.7,1.0,0.3,0.0,0.2,0.0,0.05,0.0,0.25,0.15,0.95,0.9,1.0,0.05,0.05,0.1,0.6,0.8,0.15,0.0,0.1,0.05,0.0,0.0,0.05,0.0,0.0
Fences,0.4715359828141783,0.5129151291512916,0.3333333333333333,0.7741935483870968,0.04,0.01,0.0,0.0,0.05,0.2,0.05,0.0,0.0,0.0,0.95,0.0,0.1,0.0,1.0,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Journey to the Center of the Earth,0.44092373791621914,0.47601476014760147,0.6666666666666666,0.7526881720430108,0.006666666666666667,0.75,0.95,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.2,0.4,0.7,0.6,0.98,0.05,0.0,0.3,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
Kick-Ass 2,0.4699248120300752,0.3800738007380074,0.6666666666666666,0.6989247311827956,0.09733333333333333,0.95,0.7,0.0,0.05,0.0,0.8,0.6,0.0,0.0,0.5,0.0,0.3,0.05,1.0,0.0,0.0,0.1,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
Small Soldiers,0.46186895810955964,0.4059040590405904,0.3333333333333333,0.6774193548387096,0.035666666666666666,0.7,0.65,0.95,0.1,0.0,0.8,0.0,0.6,0.0,0.2,0.05,0.9,0.75,1.0,0.0,0.0,0.15,0.2,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
Epic Movie,0.46670247046186897,0.3173431734317343,0.3333333333333333,0.25806451612903225,0.03666666666666667,0.1,0.15,0.0,0.0,0.0,0.95,0.05,0.8,0.0,0.1,0.2,0.25,0.1,1.0,0.1,0.0,0.05,0.05,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.05,0.0
Raya and the Last Dragon,0.47422126745435017,0.3948339483394834,0.6666666666666666,0.7849462365591398,0.059,0.7,0.95,1.0,0.6,0.0,0.2,0.0,0.0,0.0,0.8,0.75,0.9,0.98,1.0,0.2,0.0,0.0,0.7,0.3,0.1,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.0
Panic Room,0.4640171858216971,0.4132841328413284,0.6666666666666666,0.7311827956989246,0.101,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
The Penguin Lessons,0.4758324382384533,0.4059040590405904,0.6666666666666666,0.9032258064516129,2.1666666666666667e-05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Shallows,0.4715359828141783,0.3173431734317343,0.3333333333333333,0.6774193548387096,0.049,0.7,0.65,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
Dolores Claiborne,0.4602577873254565,0.4870848708487085,0.6666666666666666,0.7956989247311828,0.016666666666666666,0.05,0.0,0.0,0.15,0.0,0.0,0.85,0.0,0.0,0.95,0.0,0.0,0.0,0.98,0.0,0.0,0.1,0.05,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0
Cabrini,0.4758324382384533,0.5239852398523985,0.3333333333333333,0.7849462365591398,0.0,0.0,0.0,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shattered,0.4747583243823845,0.33948339483394835,0.6666666666666666,0.5376344086021505,0.0,0.2,0.0,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0
But I'm a Cheerleader,0.462406015037594,0.31365313653136534,0.6666666666666666,0.7311827956989246,0.014666666666666666,0.05,0.0,0.0,0.1,0.0,0.7,0.0,0.2,0.0,0.6,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0
Super Mario Bros.,0.45918367346938777,0.3837638376383764,0.3333333333333333,0.45161290322580644,0.021333333333333333,0.7,0.85,0.95,0.2,0.0,0.6,0.0,0.3,0.0,0.3,0.1,0.9,0.8,1.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,0.05,0.1,0.7,0.0,0.2,0.0,0.0
Witness for the Prosecution,0.4398496240601504,0.4280442804428044,0.6666666666666666,0.9032258064516129,0.04766666666666667,0.05,0.01,0.0,0.15,0.0,0.0,0.85,0.05,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.0,0.0,0.9,0.0,0.0
The Muppet Christmas Carol,0.45864661654135336,0.31365313653136534,0.16666666666666666,0.8387096774193548,0.024,0.01,0.05,0.8,0.2,0.25,0.95,0.01,0.2,0.0,0.4,0.01,0.9,0.6,0.99,0.2,0.25,0.01,0.9,0.95,0.05,0.0,0.05,0.1,0.0,0.0,0.02,0.0,0.0
Babe,0.4602577873254565,0.33579335793357934,0.16666666666666666,0.7419354838709677,0.04566666666666667,0.05,0.6,0.2,0.1,0.0,0.8,0.0,0.0,0.0,0.7,0.0,0.95,0.3,1.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Hitchhiker's Guide to the Galaxy,0.4656283566058002,0.4022140221402214,0.16666666666666666,0.7204301075268816,0.07033333333333333,0.2,0.7,0.0,0.1,0.0,0.95,0.0,0.8,0.0,0.2,0.3,0.5,0.9,1.0,0.05,0.0,0.05,0.15,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0
Frailty,0.46348012889366275,0.36900369003690037,0.6666666666666666,0.7741935483870968,0.03133333333333333,0.2,0.15,0.0,0.1,0.05,0.0,0.1,0.0,0.0,0.75,0.05,0.0,0.4,1.0,0.05,0.05,0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
Persuasion,0.4747583243823845,0.3985239852398524,0.3333333333333333,0.6236559139784945,0.012333333333333333,0.05,0.05,0.0,0.1,0.05,0.1,0.0,0.05,0.0,0.8,0.0,0.15,0.0,1.0,0.15,0.75,0.0,0.05,0.0,0.1,0.0,0.95,0.6,0.0,0.0,0.05,0.0,0.0
Cheaper by the Dozen,0.46455424274973145,0.36162361623616235,0.3333333333333333,0.6344086021505376,0.037,0.01,0.05,0.0,0.01,0.1,0.95,0.0,0.15,0.0,0.5,0.05,0.9,0.0,1.0,0.05,0.05,0.0,0.1,0.1,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0
